Maker,2W,3W,4W
AWACHAT INDUSTRIES LTD,0,0,165
B24 ROKET EV,0,157,0
BABA E-VEHICLES,0,29,0
BABAJI ENGINEERING TRAILOR WORKS,0,0,1
BABA PRODUCT,0,0,3
BADSHAH ENTERPRISES,0,13,0
BAGHWAN RIKSHAW UDYOG,0,2,0
BAJAJ AUTO LTD,154197,34659,9
BAJAJ IMPLEMENTS PVT. LTD,0,31,0
BAJRANG AGRO INDUSTRIES,0,0,1
BALAJI AGRO INDUSTRIES,0,0,3
BALAJI TRADING COMPANY,0,8,0
BALAN ENGINEERING PVT LTD,0,12,0
BAL GOPAL WHEELS PVT LTD,0,9,0
BALI AUTO INDUSTRIES,0,17,0
BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,0,0,1
BATTRE ELECTRIC MOBLITY PVT LTD,129,0,0
BAUTI ENGINEERING NAYAGARH ITAMATI,0,0,1
BAXY LTD,0,556,4
BEML LIMITED,0,0,2
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,13,0,0
BENTINCK INDUSTRIES PVT. LTD.,0,9,0
BENTLEY MOTORS LIMITED,0,0,4
BEST WAY AGENCIES PVT LTD,0,409,0
BGAUSS AUTO PRIVATE LIMITED,1219,0,0
BHADAURIA ENTERPRISES,0,1,0
BHAGWAN AGRO INDUSTRIES,0,0,6
BHARATH MOTOCORP,0,11,0
BHAVE ELECTRIC VEHICLES PVT LTD,0,160,0
BHM INDUSTRIES,0,205,0
BHOGAL COMBINE SPARE PARTS,0,0,3
BHOLE SHANKAR MOTOR BODY,0,2,3
BHOYAR AGRO IND WARDHA,0,0,15
BIDISHA ENTERPRISES PVT LTD MAYURBHANJ RAIRANGPUR,0,0,2
BIG BULL TRADER PVT LTD,0,284,0
BISWAKARMA ENGINEERING,0,0,1
BISWAS ENGINEERING WORKS,0,0,1
BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,0,0,10
BMR EV INDUSTRIES PVT LTD,1,0,0
BMW INDIA PVT LTD,485,0,1207
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,85,0,0
BOSS ENTERPRISES,0,10,0
BOUNCE ELECTRIC 1 PVT LTD,383,0,0
BRIGHT AUTOZONE PVT LTD,0,232,0
BRIGHT SAFAR,0,5,0
BSERAIL ENGINEERING PVT LTD,0,20,0
BSMS AGRICULTURE WORKSHOP,0,0,3
BUCHER MUNICIPAL (IMPORTER: PAMTEC ENVIRO),0,0,8
BULL MACHINES PVT LTD,0,0,178
BYD INDIA PRIVATE LIMITED,0,0,275
CAPTAIN TRACTORS PVT. LTD.,0,0,106
CARREE YUNUS VEHICLE PVT LTD,0,12,0
CART INDIA,0,37,0
CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,0,0,178
CATERPILLAR INDIA PRIVATE LIMITED,0,0,133
CEEON INDIA,0,21,0
CELLETRON MOTOR WORKS,0,6,0
CG & BROTHER CO,0,1,0
CHAANY AGRO INDUSTRIES,0,0,1
CHAMPION POLY PLAST,0,665,0
CHANDAKE-AUTOMOBILES LLP,0,20,0
CHANDANA CORPORATION,5,0,0
CHANNY AGRO INDUSTRIES,0,0,2
CHAUHAN AUTO INDUSTRIES,0,48,0
CHEHAK BATTERIES,0,23,0
CHINA HAOCHEN (IMPORTER: ADMS MARKETING),19,0,0
CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),4,0,0
CHITRA MANUFACTURERS LLP,0,0,2
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,0,27,0
CIVIMEC ENGINEERING PVT LTD,0,0,1
CLAAS INDIA P LTD,0,0,2
CLASSIC LEGENDS PVT LTD,2347,0,0
C M OVERSEAS,0,3,0
CNH INDUSTRIAL (INDIA) PVT LTD,0,0,2708
COMETTO TRAILER,0,0,3
CONMAT HEAVY INDUSTRIES PVT LTD,0,0,24
CONTINENTAL ENGINES PVT LTD,0,10,0
COVAI GREEN RIDE,0,1,0
CRANE KRAFT INDIA PRIVATE LIMITED,0,0,31
DABASIYA LOADERS,0,0,2
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,0,0,1721
DAKSH INDUSTRIES,0,443,0
DASHMESH TRADERS,0,8,0
DASMESH AGRICULTURE WORKS,0,0,1
DASMESH MECHANICAL WORKS PVT.LTD,0,0,87
DAVE EXIM PVT LTD,0,19,0
DEBU AUTOMOBILES,0,1,0
DEEP DRAWN TECHNOLOGIES,0,6,0
DE EUSI MOTORS PVT LTD.,0,150,0
DELTA AUTOCORP LTD,0,99,0
DEV AGRO INDUSTRIES,0,0,1
DEVAM ELECTRIC VEHICLES PVT LTD,0,13,0
DEVANGI ENG..,0,0,12
DEV ENGINEERING WORKS,0,0,3
DEVI ENGINEERING WORKS,0,0,1
DEV MOTORS,0,162,0
DEWAN AGRICULTURE WORKS,0,0,2
DHANALAKSHMI ENGINEERING WORKS,0,0,1
DHANALAXMI ENGINEERING PURI CHARINALA,0,0,8
DHANAVENKAT ENGINEERING WORKS BARGARH CANAL ROAD,0,0,2
DHANLAXMI FABRICATORS,0,0,4
DHAR IN PVT LTD,0,11,0
DHIMAN AGRICULTURE,0,0,3
DHIMAN AGRICULTURE WORKS,0,0,3
DHRITI ENTERPRISES,0,10,0
"DIAMOND ENGG,CTC",0,0,2
DIAMOND ENGINEERING CUTTACK BHANPUR,0,0,4
DIAMOND E VEHICLES,0,34,0
DILLI ELECTRIC AUTO PVT LTD,0,1710,0
DIVANSU AUTOMOBILES LTD,0,18,0
DIVYA ENTERPRISES,0,35,0
D K DIESELS PVT LTD,0,0,7
DOOSAN BOBCAT INDIA PVT LTD,0,0,43
DSR EV MOBILITY PVT LTD,0,2,0
DUCATI INDIA PVT LTD,28,0,0
DUKE AUTO INDIA,0,91,0
DULEVO INDIA PVT LTD,0,0,3
"DURGA&DURGA ENGG WORKS,BHMPUR",0,0,2
"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",0,0,1
DURGA ENGINEERING WORKS,0,0,1
DURGA FILTERS PVT LTD,1,0,0
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,11
DYS IMPEX PRIVATE LIMITED,0,79,0
E-ASHWA AUTOMOTIVE PVT LTD,0,2,0
EBUZZ MOBILITY LLP,0,2,0
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2,0,0
ECO DYNAAMIC EQUIPMENTS,0,6,0
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,0,28,0
ECO FUEL SYSTEMS (I) PVT LTD,15,0,0
ECO SMART VEHICLES PVT LTD,0,60,0
EDMRC MANNSCHAFT LLP,0,2,0
EFEV CHARGING SOLUTION PVT LTD,0,105,0
E-GURU AUTO ENERGY,0,8,0
EICHER TRACTORS,0,0,4093
EIMCO ELECON,0,0,3
ELECTRA INTERNATIONAL,0,38,0
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),3,0,0
ELECTRO ARO AUTOMOTIVE PVT LTD,0,1,0
ELECTRODRIVE VEHICLES PVT LTD,0,11,0
ELECTROTHERM (INDIA) LIMITED,0,0,1
ELEGO MOTORS PVT LTD,1,0,0
ELEPHANTA INDUSTRIES PVT LTD,0,3,0
ELITE AUTO ENGINEERS PVT LTD,0,61,0
ELSA CONCRETING MACHINERY INDIA PVT LTD,0,0,1
ELTHOR ENERGY PRIVATE LIMITED,4,0,0
E-MOTION AUTOMOTIVE INDUSTRY LLP,0,25,0
ENABLING E-VEHICLE PVT LTD,0,50,0
ENERGY ELECTRIC VEHICLES,0,854,0
ENGINIA VEHICLES PVT LTD,0,63,0
ENGTIAN ELECTRIC BIKE PVT LTD,31,0,0
ENTICE IMPEX PVT LTD,0,73,0
ENVISION ELECTRIC VEHICLES PVT LTD,0,4,0
EPOWER VEHICLES PVT LTD,0,1,0
ERISHA E MOBILITY PVT LTD,0,2,0
E ROYCE MOTORS INDIA PVT LTD,0,55,0
ESCORTS CONSTRUCTION EQUIPMENT LTD,0,0,1
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,0,6581
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),0,0,426
ESCORTS TRACTORS LTD,0,0,1
E-SPRINTO GREEN ENERGY PVT LTD,269,0,0
ESSAR ENGINEERING,0,0,1
ESSAR ENGINEERING MAYURBHANJ BARIPADA,0,0,3
EULER MOTORS PVT LTD,0,241,17
EVBHARAT RANGE PRIVATE LIMITED,0,9,0
EVCO AUTOMOBILES PVT LTD,0,64,0
EVEX AUTO INDIA PVT LTD,0,3,0
EVGREEN PVT LTD,0,1,0
EXERVAL PVT LTD,4,0,0
EXIDE INDUSTRIES LTD,0,199,0
EXTRA FAST SOLUTIONS,0,61,0
EXTREME MOTORS,0,14,0
EYAMAUTO MOBILITY PVT LTD,1,0,0
EYUG AUTOMOBILE PVT LTD,0,7,0
FCA INDIA AUTOMOBILES PRIVATE LIMITED,0,0,336
FEDE INDUSTRIES PVT LTD,0,178,0
FERRARI SPA (IMPORTER:NAVNIT MOTORS PVT LTD),0,0,1
FERRARI SPA (IMPORTER:SELECT CARS P LTD),0,0,2
FIELDTRACK EARTHMOVERS PVT LTD,0,0,18
FINE EQUIPMENTS INDIA PVT LTD,0,0,1
FIORI CONCRETE MACHINES INDIA PVT LTD,0,0,3
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,0,29,0
FIVE ELEMENTS,0,4,0
FIVE LASERCUT METAL TECHNOLOGY PVT LTD,0,0,2
FORCE MOTORS LIMITED,0,0,2594
FORD INDIA PVT LTD,0,0,2
FRN MOTORS PVT LTD,0,2,0
FUJIYAMA POWER INFRA PVT. LTD.,41,0,0
GAGAN AUTOMOTIVES,0,53,0
GAHIR AGRICULTURAL INDUSTRIES,0,0,2
GAHIR AGRO INDUSTRIES LIMITED,0,0,1
GAMZEN PLAST PVT LTD,0,0,24
GANESH AGRICULTURE WORKS,0,0,1
GANESH AGRO INDUSTRIES,0,0,6
GAURA ELECTRIC VEHICLES PVT LTD,83,0,0
GAYATRI AGRO INDUSTRIES,0,0,1
GAYATRI ELECTRIC VEHICLES PVT LTD,0,109,0
G & G AUTOMOTIVE,0,89,0
GIAN AGRO INDUSTRIES,0,0,2
GILL AGRICULTURE WORKS,0,0,7
GILLPREETAGRO INDUSTRIES,0,0,4
G.K E-VEHICLS INDUSTRIES PVT LTD,0,105,0
GKON ELECTRIC MOTOR VEHICLES PVT LTD,0,43,0
G.K. RICKSHAW PVT LTD,0,225,0
GLAZE EV LLP,0,72,0
G. M. VEHICLE INDUSTRIES,0,1,0
GOBIND AGRO INDUSTRIES,0,0,10
GOBIND INDUSTRIES PVT LTD,0,3,0
GODAWARI ELECTRIC MOTORS PVT LTD,47,14,0
GODAWARI TECHNO SOLUTIONS PVT LTD,0,13,0
GODREJ AND BOYCE MFG CO LTD,0,0,3
GODREJ & BOYCE MFG. CO. LTD,0,0,23
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,0,2,0
GOLDEN ELECTRIC VEHICLES,0,3,0
GOPAL AUTO MOTORS PVT LTD,0,99,0
GOREEN E-MOBILITY PVT LTD,63,0,0
GRD MOTORS,0,298,0
GREAVES ELECTRIC MOBILITY PVT LTD,3704,0,0
GREEN EVOLVE PVT LTD,0,68,1
GREENFIT INDUSTRIES LLP,0,45,0
GREEN IMPEX,0,80,0
GREEN STAR MOTORS,0,1,0
GREEN TECHNOLOGIES,0,60,0
GREEN VALLEY MOTORS,0,2,0
GREENWHEELS AUTOMOBILE PVT LTD,0,48,0
GREEN WORLD MOTORS PVT LTD,0,1,0
GROMAX AGRI EQUIPMENT LTD,0,0,289
GROVE INDIA PVT LTD,0,0,1
GTP ELECTRIC VEHICLES PVT LTD,0,3,0
G.T TRADER,0,5,0
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),6,0,0
GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),3,0,0
GURDEEP ENGINEERING WORKS,0,0,5
GURM AGRICULTURE WORKS,0,0,1
GURMUKH AGRO INDUSTRIES,0,0,5
GURUKRAPA ENGINEERING WORKS,0,0,2
GURUMAN ENTERPRISES BHWPATNA,0,0,1
GURU NANAK AGRI ENGG WORKS,0,0,29
GURU NANAK AGRI WORKS,0,0,5
GURU NANAK AGRO INDUSTRIES,0,0,1
HAITEK AUTOMOTIVE PVT LTD,0,32,0
HAMM AG,0,0,4
HANUMAN UDYOG,0,23,0
HARJEET AGRO INDUSTRIES,0,0,4
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),18,0,0
HARMEET AGRICULTURE WORKS,0,0,8
HARSH TRADING CO,0,22,0
HARSHVIE INDUSTRIES PVT LTD,0,5,0
HARYANA MOTORS PVT LTD,0,4,0
HBSS E MOBILITY PVT LTD,0,5,0
HD HYUNDAI CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,6
HEMAVATHI AGRO INDUSTRIES,0,0,1
HERO ELECTRIC VEHICLES PVT. LTD,49,0,0
HERO MOTOCORP LTD,387129,0,0
HIGHWAY ENGINEERING WORKS CUTTACK JAGATPUR,0,0,4
HIMANI AGRO INDUSTRIES,0,0,3
HIM TEKNOFORGE LTD,0,37,0
HIND AGRO INDUSTRIES,0,0,8
HINDUSTAN MOTOR CORPORATION,0,75,0
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,0,0,2
HIRA AGRO INDUSTRIES,0,0,24
HIREN ENGINEERING WORKS,0,0,3
HI TECH ENGINEERING BHADRAK CHARAMPA,0,0,11
HI-TECH INDUSTRIES,0,1,0
HITENDRA WELDING WORKS,0,0,16
HONDA CARS INDIA LTD,0,0,5353
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,329901,0,4
HONGKONG WANGYUAN (IMPORTER:INDI ELECTRIC EELS),12,0,0
HONGKONG YIXING (IMPORTER: ADMS MARKETING),23,0,0
HOOGHLY MOTORS PVT LTD,0,330,0
HOP ELECTRIC MOBILITY PVT LTD,10,0,0
HOP MOTORS PVT LTD,0,4,0
HOTA AGRO TRAILOR SONEPUR SONEPUR,0,0,1
HOTAGE INDIA,0,701,0
HOVEL CYLINDER PVT LTD,0,9,0
H R AGRO INDUSTRIES,0,0,4
HSU DRAGON (IMPORTER: BMR ELECTRIC),3,0,0
HUNDA EV PVT LTD,0,32,0
HUNDAL INDUSTRIES,0,35,0
HYKON INDIA LTD,0,2,0
HYUNDAI MOTOR INDIA LTD,1,0,39371
"HYUNDAI MOTORS LTD, SOUTH KOREA",0,0,6
IBOARD INDIA LTD,0,0,2
IDEAL JAWA INDIA PVT LTD,1,0,0
INDERPREET AGRO INDUSTRIES,0,0,4
INDIA KAWASAKI MOTORS PVT LTD,268,0,0
INDIAN MOTORS,0,124,0
INDIA SAFE ENTERPRISE,0,13,0
INDIA YAMAHA MOTOR PVT LTD,46324,0,0
INDO FARM EQUIPMENT LIMITED,0,0,186
INS AUTOMOBILES PVT LTD,0,129,0
INTERGLOBE ENERGY PVT LTD,0,454,0
INTERNATIONAL CARS & MOTORS LIMITED,0,0,4
INTERNATIONAL TRACTORS LIMITED,0,0,8357
INVVIGORS INDIA,0,4,0
IPL TECH ELECTRIC PVT LTD,0,0,3
ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,0,0,6
ISHWAR FARMLINE EQUIPMENTS PVT LTD,0,0,14
ISUKII GREENS PVT LTD,0,2,0
ISUZU MOTORS INDIA PVT LTD,0,0,198
IVOOMI INNOVATION PVT LTD,60,0,0
IZANAU ELECTRIC LLP,2,0,0
JADE KOREA SPINE LIFE,0,4,0
JADHAV AGRO INDUSTRIES PVT. LTD.,0,0,4
JAGUAR LAND ROVER INDIA LIMITED,0,0,516
JAI BHARATI ENGINEERING WORKS AP105380083,0,0,1
JAI BHAVANI ENGINEERING  WORKS,0,0,38
JAIDKA POWER SYSTEMS PVT LTD,0,27,31
JAIN POWER CORP,0,70,0
JAISIK BUSINESS LINKS PVT LTD,0,36,0
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,0,10,0
JAJODIA COMMODITIES PVT LTD,0,200,0
JAL ENTERPRISES,0,23,0
JAY AGRO INDUSTRIES,0,0,12
JAYATI TOOLS,0,1,0
JAY JANARDAN TRAILOR,0,0,1
JAY JANARDHAN A.T EQUIPMENTS,0,0,1
JAYNA AUTOMOBILES LLP,0,1,0
JBM AUTO LIMITED,0,0,30
JBM ELECTRIC VEHICLES PVT LTD,0,0,6
JCB INDIA LIMITED,0,0,3152
JEET AGRO INDUSTRIES,0,0,2
JESSUN TECHNO PVT LTD,0,16,0
J.H.A TRADING COMPANY,0,13,0
JIANGSU AIMA (IMPORTER: FUTURE EV),3,0,0
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),2,0,0
JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),1,0,0
JIANGSU DALONG (IMPORTER: SABOO TOR),1,0,0
JIANGSU SUNHOU (IMPORTER: SABOO TOR),1,0,0
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),2,0,0
JIANGSU ZHONGXING (IMPORTER:SKANDAA AUTOMOTIVE),3,0,0
JINDAL ELECTRIC VEHICLES,0,9,0
JITENDRA NEW EV-TECH PVT. LTD,42,0,0
JITENDRA TEMPO PARTS,0,46,0
JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,0,0,3
J K AGRO INDUSTRIES,0,0,7
JMSSP AGRO INDUSTRIES PVT LTD,0,0,14
JMT VEHICLES PVT LTD,0,181,0
JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),0,0,1
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),0,0,5102
J P AUTO TECH,0,10,0
J S AGRO INDUSTRIES,0,0,6
J. S. AGRO INDUSTRIES,0,0,1
J. S. AUTO (P) LTD,0,908,0
JS MOBILEON PVT LTD,0,79,0
JSW MG MOTOR INDIA PVT LTD,0,0,4846
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),1,0,0
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),1,0,0
JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),7,0,0
KABIRA MOBILITY LLP,1,0,0
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,0,23,0
KAINING (HONGKONG) (IMPORTER: BEST EV MOBILITY),2,0,0
KAINING (HONGKONG) (IMPORTER: BMR EV INDUSTRIES),3,0,0
KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),29,0,0
KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),3,0,0
KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),1,0,0
KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),2,0,0
KAKKAR ELECTRIC AUTO PVT LTD,0,42,0
KALPVRIKSH ELECTOMOBILES CO,0,7,0
KAMAZ INDUSTRIES,0,13,0
KANHA ELECTRIC VEHICLES,0,18,0
KAPTECH INDIA PVT LTD,0,125,0
KARMA MECHANICAL WORKS,0,0,1
KARTAR AGRO INDUSTRIES PVT LTD,0,0,291
KARTAR TRACTORS PRIVATE LIMITED,0,0,55
KATYAYANI AUTOMOTIVE,0,1,0
KCAS ELECTRIC VEHICLES PVT LTD,0,12,0
K D AGRO INDUSTRIES,0,0,8
KERALA AUTOMOBILES LIMITED,0,4,0
KETO MOTORS PVT LTD,0,9,0
KETRON ELECTRIC VEHICLES PVT LTD,0,8,0
KGN,0,19,0
KGN INDUSTRIES,0,66,0
KHALSAE-VEHICLES PVT LTD,0,557,0
KHUSHI AGRO ENGINEERING BALASORE JANUGANJ,0,0,2
KIA INDIA PRIVATE LIMITED,1,0,19481
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,768,87,0
KION INDIA PVT LTD,0,0,92
KIRAN AUTOMOBILE INDUSTRY,0,15,0
KISAN ENGINEERING WORKS,0,0,2
KISSAN AGRO INDUSTRIES,0,0,1
KLB KOMAKI PVT LTD,247,76,1
KOMATSU LTD JAPAN,0,0,1
KPT MOTORS,0,20,0
KRISHNA ENGINEERING WORKS,0,98,0
KRISHNA VEHICALS,0,9,0
K.S. AGRICULTURAL INDUSTRIES PVT. LTD,0,0,35
K.S. AGROTECH  PVT LTD,0,0,10
K. S. INDUSTRIES,0,7,0
KSR SOLUTION (IMPORTER: KAWVELOCE MOTORS PVT LTD),1,0,0
K T ENTERPRISES,0,3,0
KTM MOTORRAD AG,1,0,0
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,0,0,1018
KUKU AUTOMOTIVES,0,3,0
KULAR AGRO WORKS,0,0,11
KUMARAN ENGINEERING ENTERPRISES,0,41,0
KUMAR ENGINEERING,0,4,0
KYTE ENERGY PVT. LTD.,9,0,0
LAKSHYA AUTO SALES CORPORATION,0,19,0
LAKSHYA MOTORS,0,7,0
LALA G E RICKSHAW AND SPARE PARTS,0,10,0
LAL CHAND AGRICULTURE WORKS,0,0,3
LAWAT MOTORS LLP,0,24,0
LECTRIX E VEHICLES PVT LTD,270,265,0
LEOPAN MOTORS PRIVATE LIMITED,0,4,0
LIMA VEHICLE (IMPORTER: SARAOGI E-VENTURES),4,0,0
LIMO AUTO CARE PVT LTD,0,1,0
LIONIZE AUTOMOBILE PVT LTD,0,44,0
LIUGONG INDIA PVT. LTD,0,0,115
LOCAL TRAILER MANUFACTURER,0,0,3151
LOHAKA INDUSTRIES PVT LTD,0,9,0
LOHIA AUTO INDUSTRIES,0,88,0
LORDS AUTOMATIVE PVT LTD,1,0,0
LORDS VEHICLE MFG PVT LTD,0,1,0
LOTEY AGRICULTURE WORKS,0,0,4
LOTEY INDUSTRY,0,0,1
L&T CONSTRUCTION EQUIPMENT LIMITED,0,0,25
LUCKY INDUSTRIES,0,7,0
LUXUS GREEN MOBILITY PVT LTD,0,2,0
M2J E VAHAN PVT LTD,0,1,0
MAA KALPANA ENTERPRISE,0,24,0
MAA MANGALA INDUSTRIES KEONJHAR DHANGARPADA,0,0,9
MAA SHAKTI EXIM PVT LTD,0,167,0
MAA TARINI ENGINEERING,0,0,1
MAA TARINI ENGINEERING CUTTACK KANDARPUR,0,0,3
MAC AUTO INDIA,0,124,0
MAC INTERNATIONAL (IMPORTER:HONESTY),1,0,0
MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),8,0,0
MADHU AUTOMOBILES LTD,0,0,1
MAHABIR MOTORS SONEPUR BINKA,0,0,1
MAHAK TEEN UDYOG,0,34,0
MAHAVIR TRACTOR AND IMPLEMENTS,0,0,56
MAHINDRA DEFENCE SYSTEMS LTD,0,0,4
MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,55
MAHINDRA LAST MILE MOBILITY LTD,0,6487,1475
MAHINDRA & MAHINDRA LIMITED,0,19,62180
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),0,0,12757
MAHINDRA & MAHINDRA LIMITED (TRACTOR),0,0,15526
MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,0,0,39
MAHTAB BODY MAKER,0,64,0
MALAK TECHNO PVT LTD,0,4,0
MALI ENTERPRISES PVT LTD,0,3,0
MALKIT AGRO TECH PVT. LTD,0,0,143
MANIRAM ELECTRIC VEHICLE PVT LTD,0,62,0
