Maker,2W,3W,4W
ATUL AUTO LTD,0,2047,0
ATUL GREENTECH PRIVATE LIMITED,0,128,0
ATUMOBILE PVT LTD,1,0,0
ATUT SANGAM,0,221,0
AUDI AG,0,0,21
AUTOECO GREEN ENERGY PVT LTD,0,67,0
AUTOMOBILI LAMBORGHINI S.P.A,0,0,9
AUTO SUPREME INDUSTRIES,0,9,0
A.V.AUTOMOTIVES PVT LTD,0,61,0
AVL ELECTRIC VEHICLES PVT LTD,0,222,0
AVON CYCLES LTD,0,33,0
AWACHAT INDUSTRIES LTD,0,0,129
B24 ROKET EV,0,224,1
BABA E-VEHICLES,0,23,0
BABA HARIDAS FABRICATION PAPADAHANDI NGPR,0,0,1
BABA PRODUCT,0,0,20
BADSHAH ENTERPRISES,0,48,0
BAGHWAN RIKSHAW UDYOG,0,2,0
BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),1,0,0
BAJAJ AUTO LTD,185464,34603,6
BAJAJ IMPLEMENTS PVT. LTD,0,41,0
BAJRANG MECHANICAL WORKS,0,0,13
BALAJI AGRO INDUSTRIES,0,0,5
BALAJI TRADING COMPANY,0,5,0
BALAN ENGINEERING PVT LTD,0,23,0
BALI AUTO INDUSTRIES,0,20,0
BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,0,0,1
BATTRE ELECTRIC MOBLITY PVT LTD,106,0,0
BAUTI ENGINEERING NAYAGARH ITAMATI,0,0,2
BAXY LTD,0,547,0
BEAUTY ENGINEERING WORKS,0,0,1
BEML LIMITED,0,0,3
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,9,0,0
BENTINCK INDUSTRIES PVT. LTD.,0,19,0
BENTLEY MOTORS LIMITED,0,0,1
BEST WAY AGENCIES PVT LTD,0,501,0
BGAUSS AUTO PRIVATE LIMITED,1068,0,0
BHADAURIA ENTERPRISES,0,3,0
BHAGWAN AGRO INDUSTRIES,0,0,4
BHARATH MOTOCORP,0,16,0
BHAVE ELECTRIC VEHICLES PVT LTD,0,128,0
BHM INDUSTRIES,0,232,0
BHOGAL COMBINE SPARE PARTS,0,0,6
BHOLE SHANKAR MOTOR BODY,0,9,0
BHOYAR AGRO IND WARDHA,0,0,3
BIDISHA ENTERPRISES PVT LTD MAYURBHANJ RAIRANGPUR,0,0,1
BIG BULL TRADER PVT LTD,0,325,0
BLACK DIAMOND MOTORS PVT LTD,0,0,5
BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,0,0,20
BMW INDIA PVT LTD,374,0,1100
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,92,0,0
BOSS ENTERPRISES,0,26,0
BOUNCE ELECTRIC 1 PVT LTD,512,0,0
BRIGHT AUTOZONE PVT LTD,0,264,0
BRIGHT SAFAR,0,44,0
BRIJESH AUTO GARAGE,0,0,1
BSERAIL ENGINEERING PVT LTD,0,18,0
BULL MACHINES PVT LTD,0,0,131
BYD INDIA PRIVATE LIMITED,0,0,529
CAPTAIN TRACTORS PVT. LTD.,0,0,48
CARREE YUNUS VEHICLE PVT LTD,0,46,0
CART INDIA,0,142,0
CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,0,0,178
CATERPILLAR INDIA PRIVATE LIMITED,0,0,164
CEEON INDIA,0,29,0
CELLETRON MOTOR WORKS,0,12,0
CG & BROTHER CO,0,8,0
CHAANY AGRO INDUSTRIES,0,0,3
CHAMPION POLY PLAST,0,734,0
CHANDAKE-AUTOMOBILES LLP,0,22,0
CHANDANA CORPORATION,16,0,0
CHAUHAN AUTO INDUSTRIES,0,27,0
CHEHAK BATTERIES,0,42,0
CHINA HAOCHEN (IMPORTER: ADMS MARKETING),12,0,0
CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),1,0,0
CHITRA MANUFACTURERS LLP,0,0,2
CITADEL ENTERPRISES(OPC) PVT LTD,0,2,0
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,0,30,0
CLASSIC LEGENDS PVT LTD,2008,0,0
CLENERGY INNOVATIONS PVT LTD,0,1,0
CNH INDUSTRIAL (INDIA) PVT LTD,0,0,3060
COMETTO TRAILER,0,0,1
CONMAT HEAVY INDUSTRIES PVT LTD,0,0,17
CONTINENTAL ENGINES PVT LTD,0,9,0
CONVENIENT MACHINES PVT LTD,0,0,2
COVAI GREEN RIDE,0,1,0
CRANE KRAFT INDIA PRIVATE LIMITED,0,0,26
CYRUS AUTO INDUSTRIES PVT LTD,0,4,0
DABASIYA LOADERS,0,0,1
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,0,0,1844
DAKSH INDUSTRIES,0,762,0
DASHMESH TRADERS,0,12,0
DASMESH AGRICULTURE WORKS,0,0,5
DASMESH MECHANICAL WORKS PVT.LTD,0,0,83
DAVE EXIM PVT LTD,0,12,0
DEBU AUTOMOBILES,0,1,0
DEEP DRAWN TECHNOLOGIES,0,5,0
DEEPTI ENGG & IRON &STEEL IND MKG BALIMELA ROAD,0,0,3
DE EUSI MOTORS PVT LTD.,0,214,0
DELTA AUTOCORP LTD,0,98,0
DELTEK ENTERPRISES PVT LTD,0,3,0
DEVAM ELECTRIC VEHICLES PVT LTD,0,21,0
DEVANGI ENG..,0,0,11
DEV ENGINEERING WORKS,0,0,25
DEV MOTORS,0,323,0
DEWAN AGRICULTURE WORKS,0,0,5
DHANALAXMI ENGINEERING PURI CHARINALA,0,0,1
DHAR IN PVT LTD,0,12,0
DHARMPAL ENTERPRISES,0,32,0
DHIMAN AGRICULTURE WORKS,0,0,2
DHIMAN BROTHERS,0,0,1
DHRITI ENTERPRISES,0,10,0
"DIAMOND ENGG,CTC",0,0,2
DIAMOND ENGINEERING CUTTACK BHANPUR,0,0,4
DIAMOND E VEHICLES,0,125,0
DILLI ELECTRIC AUTO PVT LTD,0,1734,1
DIVANSU AUTOMOBILES LTD,0,8,0
DIVYA ENTERPRISES,0,92,0
DOOSAN BOBCAT INDIA PVT LTD,0,0,63
DSR EV MOBILITY PVT LTD,0,1,0
DUCATI INDIA PVT LTD,27,0,0
DUKE AUTO INDIA,0,95,0
DULEVO INDIA PVT LTD,0,0,1
DURGA ENGINEERING BHADRAK CHARAMPA,0,0,1
DURGA MECHANIC WORKS,0,0,10
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,16
DYS IMPEX PRIVATE LIMITED,0,71,0
EARTH MOBILITY,0,1,0
E-ASHWA AUTOMOTIVE PVT LTD,0,4,0
EBUZZ MOBILITY LLP,0,3,0
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),4,0,0
ECO DYNAAMIC EQUIPMENTS,0,4,0
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,0,41,0
ECO FUEL SYSTEMS (I) PVT LTD,13,0,0
ECO SMART VEHICLES PVT LTD,0,113,0
EDMRC MANNSCHAFT LLP,0,2,0
EFEV CHARGING SOLUTION PVT LTD,0,113,0
E-GURU AUTO ENERGY,0,13,0
EICHER MOTORS LTD,0,0,1
EICHER TRACTORS,0,0,4315
ELECTRA INTERNATIONAL,0,18,0
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),11,0,0
ELECTRO ARO AUTOMOTIVE PVT LTD,0,12,0
ELECTRODRIVE VEHICLES PVT LTD,0,32,0
ELECTROTHERM (INDIA) LIMITED,10,0,0
ELEGO MOTORS PVT LTD,3,0,0
ELEPHANTA INDUSTRIES PVT LTD,0,10,0
ELITE AUTO ENGINEERS PVT LTD,0,92,0
ELSA CONCRETING MACHINERY INDIA PVT LTD,0,0,2
E-MOTION AUTOMOTIVE INDUSTRY LLP,0,36,0
ENABLING E-VEHICLE PVT LTD,0,59,0
ENERGY ELECTRIC VEHICLES,0,1142,0
ENGINIA VEHICLES PVT LTD,0,85,0
ENGTIAN ELECTRIC BIKE PVT LTD,21,0,0
ENTICE IMPEX PVT LTD,0,122,0
EPOWER VEHICLES PVT LTD,0,3,0
ERISHA E MOBILITY PVT LTD,0,4,0
E ROYCE MOTORS INDIA PVT LTD,0,143,0
ESCORTS CONSTRUCTION EQUIPMENT LTD,0,0,1
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,0,8176
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),0,0,376
ESCORTS TRACTORS LTD,0,0,3
E-SPRINTO GREEN ENERGY PVT LTD,1149,0,0
ESSEL ENERGY INFRA PVT LTD,1,0,0
EULER MOTORS PVT LTD,0,350,33
EVBHARAT RANGE PRIVATE LIMITED,0,9,0
EVCO AUTOMOBILES PVT LTD,0,110,0
EVEX AUTO INDIA PVT LTD,0,6,0
EVGREEN PVT LTD,0,1,0
EVTRIC MOTORS PVT LTD,12,0,0
EXIDE INDUSTRIES LTD,0,175,0
EXTRA FAST SOLUTIONS,0,46,0
EXTREME MOTORS,0,8,0
EYUG AUTOMOBILE PVT LTD,0,3,0
FARMTECH AGRO INDUSTRIES,0,0,1
FCA INDIA AUTOMOBILES PRIVATE LIMITED,0,0,282
FEDE INDUSTRIES PVT LTD,0,236,0
FERRARI SPA (IMPORTER:NAVNIT MOTORS PVT LTD),0,0,2
FERRARI SPA (IMPORTER:SELECT CARS P LTD),0,0,1
FIELDTRACK EARTHMOVERS PVT LTD,0,0,30
FIORI CONCRETE MACHINES INDIA PVT LTD,0,0,14
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,0,41,0
FIVE ELEMENTS,0,4,0
FIVE LASERCUT METAL TECHNOLOGY PVT LTD,0,0,8
FORCE MOTORS LIMITED,0,0,2716
FORD INDIA PVT LTD,0,0,3
FUTURE EV TECHNOLOGY,0,1,0
GAGAN AUTOMOTIVES,0,78,0
GAHIR AGRICULTURAL INDUSTRIES,0,0,5
GAHIR AGRO INDUSTRIES LIMITED,0,0,5
GANPATI ENGINEERING WORKS,0,0,8
GARGARIJI AUTOMOBILE PVT LTD,0,46,0
GAURA ELECTRIC VEHICLES PVT LTD,60,0,0
GAYATRI AGRO INDUSTRIES,0,0,1
GAYATRI ELECTRIC VEHICLES PVT LTD,0,120,0
G & G AUTOMOTIVE,0,69,0
GIAN AGRO INDUSTRIES,0,0,2
GILL AGRICULTURE WORKS,0,0,10
GILLPREETAGRO INDUSTRIES,0,0,3
G.K E-VEHICLS INDUSTRIES PVT LTD,0,104,0
GKON ELECTRIC MOTOR VEHICLES PVT LTD,0,39,0
G.K. RICKSHAW PVT LTD,0,218,0
GLAZE EV LLP,0,49,0
G. M. VEHICLE INDUSTRIES,0,2,0
GOBIND AGRO INDUSTRIES,0,0,21
GOBIND INDUSTRIES PVT LTD,0,1,0
GODAWARI ELECTRIC MOTORS PVT LTD,27,6,0
GODAWARI TECHNO SOLUTIONS PVT LTD,0,3,0
GODREJ & BOYCE MFG. CO. LTD,0,0,22
GOLDEN ELECTRIC VEHICLES,0,15,0
GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),1,0,0
"GOPAL AGRO AGENCY,HALADIAPADAR,BERHAMPUR,GANJAM",0,0,1
GOPAL AUTO MOTORS PVT LTD,0,88,0
GOPE AUTO INDUSTRIES,0,1,0
GOPINATH AGRO TRADE  RAYAGDA PADMAPUR,0,0,1
GOREEN E-MOBILITY PVT LTD,71,0,0
GRANT AGRO INDUSTRIES,0,0,2
GRD MOTORS,0,356,0
GREAVES ELECTRIC MOBILITY PVT LTD,4182,0,0
GREEN EVOLVE PVT LTD,0,42,0
GREENFIT INDUSTRIES LLP,0,93,0
GREEN IMPEX,0,105,0
GREEN SHUTTLE TECHNOLOGY PVT LTD,0,2,0
GREEN STAR MOTORS,0,3,0
GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,0,4,0
GREEN TECHNOLOGIES,0,76,0
GREENWHEELS AUTOMOBILE PVT LTD,0,47,0
GREEN WORLD MOTORS PVT LTD,0,1,0
GRINDIA G MOTORS PVT LTD,0,1,0
GROMAX AGRI EQUIPMENT LTD,0,0,256
GTP ELECTRIC VEHICLES PVT LTD,0,2,0
G.T TRADER,0,11,0
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),7,0,0
GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),12,0,0
GUJARAT NARMADA AUTO LTD,0,0,1
GURDEEP ENGINEERING WORKS,0,0,4
GURM AGRICULTURE WORKS,0,0,2
GURMUKH AGRO INDUSTRIES,0,0,7
GURU JI WHEELS,0,19,0
GURUKRAPA ENGINEERING WORKS,0,0,1
GURUKRUPA WELDING WORKS,0,0,3
GURU NANAK AGRICULTURE IMPLEMENTS,0,0,1
GURU NANAK AGRI ENGG WORKS,0,0,36
GURU NANAK AGRI WORKS,0,0,11
GURU NANAK AGRO INDUSTRIES,0,0,1
HAITEK AUTOMOTIVE PVT LTD,0,23,0
HAMM AG,0,0,4
HANUMAN UDYOG,0,58,0
HARJEET AGRO INDUSTRIES,0,0,4
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),19,0,0
HARMEET AGRICULTURE WORKS,0,0,2
HARSH TRADING CO,0,81,0
HARSHVIE INDUSTRIES PVT LTD,0,5,0
HARYANA MOTORS PVT LTD,0,15,0
HD HYUNDAI CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,11
HERO ELECTRIC VEHICLES PVT. LTD,67,0,0
HERO HONDA MOTORS  LTD,1,0,0
HERO MOTOCORP LTD,500446,1,0
HIM TEKNOFORGE LTD,0,19,0
HIND AGRO INDUSTRIES,0,0,7
HINDUSTAN MOTOR CORPORATION,0,54,0
HIRA AGRO INDUSTRIES,0,0,18
HIREN ENGINEERING WORKS,0,0,2
HI TECH ENGINEERING BHADRAK CHARAMPA,0,0,2
HITECH ENGINEERING WORKS CHANDIKHOLE SUNGUDA,0,0,1
HITECH  MECHANICAL WORKS,0,3,0
HITENDRA WELDING WORKS,0,0,2
HOLLAND TRACTORS PVT LTD,0,0,1
HONDA CARS INDIA LTD,0,0,4266
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,394793,0,0
HONGKONG WANGYUAN (IMPORTER:INDI ELECTRIC EELS),12,0,0
HONGKONG YIXING (IMPORTER: ADMS MARKETING),16,0,0
HOOGHLY MOTORS PVT LTD,0,440,0
HOP ELECTRIC MOBILITY PVT LTD,13,0,0
HOP MOTORS PVT LTD,0,19,0
HOTAGE INDIA,0,883,0
HOVEL CYLINDER PVT LTD,0,5,0
H R AGRO INDUSTRIES,0,0,5
HSU DRAGON (IMPORTER: BMR ELECTRIC),6,0,0
HSU DRAGON (IMPORTER: BMR EV INDUSTRIES),3,0,0
HUNDA EV PVT LTD,0,45,0
HUNDAL INDUSTRIES,0,147,0
HYUNDAI MOTOR INDIA LTD,0,0,39331
INDERPREET AGRO INDUSTRIES,0,0,1
INDIA KAWASAKI MOTORS PVT LTD,239,0,0
INDIAN MOTORS,0,326,0
INDIA SAFE ENTERPRISE,0,6,0
INDIA YAMAHA MOTOR PVT LTD,50610,0,0
INDITAL CONSTRUCTION MACHINERY,0,0,1
INDO FARM EQUIPMENT LIMITED,0,0,254
INFRA BAZAAR TECH PVT LTD,0,0,1
INS AUTOMOBILES PVT LTD,0,116,0
INTERGLOBE ENERGY PVT LTD,0,403,0
INTERNATIONAL CARS & MOTORS LIMITED,0,0,5
INTERNATIONAL TRACTORS LIMITED,0,0,9624
INVVIGORS INDIA,0,1,0
IPL TECH ELECTRIC PVT LTD,0,0,25
IRA EDUTECH PVT LTD,2,0,0
ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,0,0,8
ISHWAR FARMLINE EQUIPMENTS PVT LTD,0,0,4
ISUKII GREENS PVT LTD,0,2,0
ISUZU MOTORS INDIA PVT LTD,0,0,131
IVOOMI INNOVATION PVT LTD,69,0,0
IZANAU ELECTRIC LLP,1,0,0
JADE KOREA SPINE LIFE,0,4,0
JADHAV AGRO INDUSTRIES PVT. LTD.,0,0,5
JAGADAMBA TRAILER,0,0,28
JAGUAR LAND ROVER INDIA LIMITED,0,0,404
JAGUAR LAND ROVER LIMITED UK,0,0,1
JAI BHARATI ENGINEERING WORKS AP105380083,0,0,1
JAI BHAVANI ENGINEERING  WORKS,0,0,15
JAIDKA POWER SYSTEMS PVT LTD,0,2,18
JAIN POWER CORP,0,34,0
JAISIK BUSINESS LINKS PVT LTD,0,30,0
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,0,23,0
JAJODIA COMMODITIES PVT LTD,0,337,0
JAL ENTERPRISES,0,47,0
JANGEER MANUFACTURING INDUSTRIES PVT LTD,0,0,1
JASHANPREET AGRO INDUSTRIES,0,0,1
JAY AGRO INDUSTRIES,0,0,9
JAYATI TOOLS,0,2,0
JAY CHAMUNDA KRUPA WELDING WORKS,0,0,1
JAY CHEHER TRECKNO FEBRICATION,0,0,2
JAYDEV ENTERPRISE,0,1,0
JAY JANARDAN TRAILOR,0,0,2
JAYNA AUTOMOBILES LLP,0,8,0
JBM AUTO LIMITED,0,0,59
JBM ELECTRIC VEHICLES PVT LTD,0,0,6
JCB INDIA LIMITED,0,0,2418
JCBL LIMITED,0,0,1
JEEP CHEROKEE,0,0,1
JEET AGRO INDUSTRIES,0,0,3
JEEVAA E-BIKE MFG PVT LTD,1,0,0
JESSUN TECHNO PVT LTD,0,56,0
J.H.A TRADING COMPANY,0,19,0
JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),6,0,0
JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),1,0,0
JIANGSU DALONG (IMPORTER: SABOO TOR),1,0,0
JIANGSU DALONG JIANHAO (IMPORTER: MK FLYING),1,0,0
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),1,0,0
JITENDRA NEW EV-TECH PVT. LTD,35,0,0
JITENDRA TEMPO PARTS,0,48,0
JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,0,0,1
J K AGRO INDUSTRIES,0,0,10
JMSSP AGRO INDUSTRIES PVT LTD,0,0,6
JMT VEHICLES PVT LTD,0,257,0
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),0,0,5955
J P AUTO TECH,0,12,0
J S AGRO INDUSTRIES,0,0,2
J. S. AGRO INDUSTRIES,0,0,4
J. S. AUTO (P) LTD,0,1028,0
JS MOBILEON PVT LTD,0,119,0
JSW MG MOTOR INDIA PVT LTD,0,0,5372
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),2,0,0
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),3,0,0
JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),5,0,0
JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),1,0,0
JUPITER ELECTRIC MOBILITY PVT LTD,0,0,1
KABIRA MOBILITY LLP,3,0,0
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,0,16,0
KAINING (HONGKONG) (IMPORTER: BEST EV MOBILITY),3,0,0
KAINING (HONGKONG) (IMPORTER: BMR EV INDUSTRIES),6,0,0
KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),37,0,0
KAINING (HONGKONG) (IMPORTER: SEEKA E MOTORS),3,0,0
KAIRA CONTINENTAL LLP,0,3,0
KAIZER ELECTRIC VEHICLES,0,6,0
KAKKAR ELECTRIC AUTO PVT LTD,0,50,0
KALINGA VENTURES INDIA PVT LTD,0,1,0
KALPVRIKSH ELECTOMOBILES CO,0,28,0
KALYANI STEEL WORKS,0,0,1
KAMAL COACH WORKS PVT LTD,0,0,12
KAMAZ INDUSTRIES,0,8,0
KANHA ELECTRIC VEHICLES,0,22,0
KANTH E RICKSHAW,0,18,0
KAPTECH INDIA PVT LTD,0,159,0
KARMA MECHANICAL WORKS,0,0,3
KARTAR AGRO INDUSTRIES PVT LTD,0,0,267
KARTAR TRACTORS PRIVATE LIMITED,0,0,30
KASIMI AGRO INDUSTRIES,0,0,2
KATYAYANI AUTOMOTIVE,0,2,0
KAVA IRON WORKS,0,0,1
KCAS ELECTRIC VEHICLES PVT LTD,0,24,0
KETRON ELECTRIC VEHICLES PVT LTD,0,17,0
KGN,0,68,0
KGN INDUSTRIES,0,217,0
KHALSAE-VEHICLES PVT LTD,0,805,0
KIA INDIA PRIVATE LIMITED,0,0,17421
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,1128,260,0
KION INDIA PVT LTD,0,0,71
KIRAN AGRO EQUIPMENTS,0,0,1
KIRAN AUTOMOBILE INDUSTRY,0,32,0
KISAN ENGINEERING WORKS,0,0,6
KISSAN AGRO INDUSTRIES,0,0,3
KLB KOMAKI PVT LTD,218,68,0
KOMATSU INDIA PRIVATE LIMITED,0,0,6
KOMATSU LTD JAPAN,0,0,3
KPT MOTORS,0,40,0
KR E-VEHICLE PVT LTD,0,7,0
KRISHNA CHAITANYA ENTERPRISES,0,17,0
KRISHNA ENGINEERING WORKS,0,105,0
KRISHNA INDUSTRIES,0,0,2
KRISHNA VEHICALS,0,20,0
KRUSHI KISAN TRAILORS,0,0,1
K.S. AGRICULTURAL INDUSTRIES PVT. LTD,0,0,30
K.S. AGROTECH  PVT LTD,0,0,15
KSR SOLUTION (IMPORTER: KAWVELOCE MOTORS PVT LTD),1,0,0
K T ENTERPRISES,0,15,0
KTM MOTORRAD AG,6,0,0
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,0,0,797
KUKU AUTOMOTIVES,0,11,0
KULAR AGRO WORKS,0,0,5
KUMAR ENGINEERING,0,12,2
KYTE ENERGY PVT. LTD.,20,0,0
LAKSHYA AUTO SALES CORPORATION,0,29,0
LAKSHYA MOTORS,0,6,0
LALA G E RICKSHAW AND SPARE PARTS,0,52,0
LAL CHAND AGRICULTURE WORKS,0,0,1
LAWAT MOTORS LLP,0,8,0
LAXMI ENGINEERING WORKS,0,0,5
"LAXMI GOBINDA AGRO IND,BLS",0,0,1
LAXMI GOVINDA AGRO INDUSTRIES BALASORE BALIA,0,0,2
LECTRIX E VEHICLES PVT LTD,407,343,0
LIEBHERR,0,0,1
LIMO AUTO CARE PVT LTD,0,15,0
LIONIZE AUTOMOBILE PVT LTD,0,45,0
LIUGONG INDIA PVT. LTD,0,0,148
LML LIMITED,1,0,0
LOCAL TRAILER MANUFACTURER,0,0,3052
LOHAKA INDUSTRIES PVT LTD,0,30,0
LOHIA AUTO INDUSTRIES,0,104,0
LORDS VEHICLE MFG PVT LTD,0,2,0
LOTAY AGRO TECH,0,0,4
LOTEY AGRICULTURE WORKS,0,0,1
LOTEY INDUSTRY,0,0,3
LOTUS CARS LTD (IMPORTER: EXCLUSIVE MOTORS P LTD),0,0,1
L&T CONSTRUCTION EQUIPMENT LIMITED,0,0,33
LUCKY INDUSTRIES,0,11,0
LUXUS GREEN MOBILITY PVT LTD,0,11,0
M2J E VAHAN PVT LTD,0,4,0
MAA KALPANA ENTERPRISE,0,54,0
MAA MANGALA INDUSTRIES KEONJHAR DHANGARPADA,0,0,12
MAA MANGLA MOTORS ROURKELA GOPAPALI,0,0,4
MAA SHAKTI EXIM PVT LTD,0,183,0
MAC AUTO INDIA,0,13,0
MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),1,0,0
MAHAK TEEN UDYOG,0,80,0
MAHALAXMI ENG. WORKS,0,0,1
MAHAVIR TRACTOR AND IMPLEMENTS,0,0,63
MAHINDRA DEFENCE SYSTEMS LTD,0,0,3
MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,2619
MAHINDRA ELECTRIC MOBILITY LIMITED,0,4,0
MAHINDRA LAST MILE MOBILITY LTD,0,7181,1479
MAHINDRA & MAHINDRA LIMITED,0,27,61717
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),0,0,13655
MAHINDRA & MAHINDRA LIMITED (TRACTOR),0,0,16530
